cust_id,product_id,month,feature_name,usage_events,feature_score,adoption_level
C0001,P0194,2025-11-01,Advanced Threat Prevention,0,0.0,not_enabled
C0001,P0194,2025-12-01,Advanced Threat Prevention,0,0.0,not_enabled
C0001,P0194,2026-02-01,Advanced Threat Prevention,0,0.0,not_enabled
C0001,P0194,2026-03-01,Advanced Threat Prevention,0,0.0,not_enabled
C0001,P0194,2026-05-01,Advanced Threat Prevention,0,0.0,not_enabled
C0001,P0194,2025-09-01,Advanced DNS Security,0,0.0,not_enabled
C0001,P0194,2025-10-01,Advanced DNS Security,0,0.0,not_enabled
C0001,P0194,2025-11-01,Advanced DNS Security,0,0.0,not_enabled
C0001,P0194,2025-12-01,Advanced DNS Security,0,0.0,not_enabled
C0001,P0194,2026-02-01,Advanced DNS Security,62551,1.0,deep
C0001,P0194,2026-03-01,Advanced DNS Security,32459,0.7,active
C0001,P0194,2026-05-01,Advanced DNS Security,70107,1.0,deep
C0002,P0149,2025-07-01,Decryption,0,0.0,not_enabled
C0002,P0149,2025-08-01,Decryption,0,0.0,not_enabled
C0002,P0149,2026-01-01,Decryption,0,0.0,not_enabled
C0002,P0149,2026-04-01,Decryption,0,0.0,not_enabled
C0002,P0149,2026-06-01,Decryption,1464197,1.0,deep
C0002,P0149,2025-07-01,Advanced DNS Security,0,0.0,not_enabled
C0002,P0149,2025-08-01,Advanced DNS Security,0,0.0,not_enabled
C0002,P0149,2026-01-01,Advanced DNS Security,21595,0.7,active
C0002,P0149,2026-04-01,Advanced DNS Security,27992,0.7,active
C0002,P0149,2026-06-01,Advanced DNS Security,38517,1.0,deep
C0002,P0149,2025-09-01,App-ID,0,0.0,not_enabled
C0002,P0149,2025-10-01,App-ID,0,0.0,not_enabled
C0002,P0149,2025-11-01,App-ID,0,0.0,not_enabled
C0002,P0149,2025-12-01,App-ID,0,0.0,not_enabled
C0002,P0149,2026-02-01,App-ID,0,0.0,not_enabled
C0002,P0149,2026-03-01,App-ID,0,0.0,not_enabled
C0002,P0149,2026-05-01,App-ID,0,0.0,not_enabled
C0002,P0149,2025-09-01,Advanced WildFire,0,0.0,not_enabled
C0002,P0149,2025-10-01,Advanced WildFire,0,0.0,not_enabled
C0002,P0149,2025-11-01,Advanced WildFire,0,0.0,not_enabled
C0002,P0149,2025-12-01,Advanced WildFire,0,0.0,not_enabled
C0002,P0149,2026-02-01,Advanced WildFire,0,0.0,not_enabled
C0002,P0149,2026-03-01,Advanced WildFire,0,0.0,not_enabled
C0002,P0149,2026-05-01,Advanced WildFire,0,0.0,not_enabled
C0002,P0149,2025-07-01,IoT/OT Security,0,0.0,not_enabled
C0002,P0149,2025-08-01,IoT/OT Security,0,0.0,not_enabled
C0002,P0149,2026-01-01,IoT/OT Security,0,0.0,not_enabled
C0002,P0149,2026-04-01,IoT/OT Security,0,0.0,not_enabled
C0002,P0149,2026-06-01,IoT/OT Security,0,0.0,not_enabled
C0002,P0426,2025-07-01,Enterprise DLP,0,0.0,not_enabled
C0002,P0426,2025-08-01,Enterprise DLP,0,0.0,not_enabled
C0002,P0426,2026-01-01,Enterprise DLP,0,0.0,not_enabled
C0002,P0426,2026-04-01,Enterprise DLP,0,0.0,not_enabled
C0002,P0426,2026-06-01,Enterprise DLP,0,0.0,not_enabled
C0002,P0426,2025-09-01,Decryption,0,0.0,not_enabled
C0002,P0426,2025-10-01,Decryption,0,0.0,not_enabled
C0002,P0426,2025-11-01,Decryption,0,0.0,not_enabled
C0002,P0426,2025-12-01,Decryption,0,0.0,not_enabled
C0002,P0426,2026-02-01,Decryption,49897,0.7,active
C0002,P0426,2026-03-01,Decryption,75534,1.0,deep
C0002,P0426,2026-05-01,Decryption,35264,0.7,active
C0002,P0426,2025-07-01,Advanced URL Filtering,0,0.0,not_enabled
C0002,P0426,2025-08-01,Advanced URL Filtering,0,0.0,not_enabled
C0002,P0426,2026-01-01,Advanced URL Filtering,55141,0.7,active
C0002,P0426,2026-04-01,Advanced URL Filtering,46628,0.7,active
C0002,P0426,2026-06-01,Advanced URL Filtering,70751,0.7,active
C0002,P0148,2025-07-01,Advanced URL Filtering,0,0.0,not_enabled
C0002,P0148,2025-08-01,Advanced URL Filtering,0,0.0,not_enabled
C0002,P0148,2026-01-01,Advanced URL Filtering,0,0.0,not_enabled
C0002,P0148,2026-04-01,Advanced URL Filtering,621830,0.7,active
C0002,P0148,2026-06-01,Advanced URL Filtering,1127837,1.0,deep
C0002,P0148,2025-09-01,Advanced DNS Security,0,0.0,not_enabled
C0002,P0148,2025-10-01,Advanced DNS Security,56796,0.7,active
C0002,P0148,2025-11-01,Advanced DNS Security,76068,0.7,active
C0002,P0148,2025-12-01,Advanced DNS Security,119916,1.0,deep
C0002,P0148,2026-02-01,Advanced DNS Security,61330,0.7,active
C0002,P0148,2026-03-01,Advanced DNS Security,113899,1.0,deep
C0002,P0148,2026-05-01,Advanced DNS Security,62295,0.7,active
C0002,P0148,2025-09-01,Enterprise DLP,0,0.0,not_enabled
C0002,P0148,2025-10-01,Enterprise DLP,0,0.0,not_enabled
C0002,P0148,2025-11-01,Enterprise DLP,0,0.0,not_enabled
C0002,P0148,2025-12-01,Enterprise DLP,0,0.0,not_enabled
C0002,P0148,2026-02-01,Enterprise DLP,0,0.0,not_enabled
C0002,P0148,2026-03-01,Enterprise DLP,0,0.0,not_enabled
C0002,P0148,2026-05-01,Enterprise DLP,0,0.0,not_enabled
C0003,P0296,2026-01-01,Advanced WildFire,974228,1.0,deep
C0003,P0296,2026-04-01,Advanced WildFire,1024565,1.0,deep
C0003,P0296,2026-06-01,Advanced WildFire,922603,1.0,deep
C0003,P0296,2025-09-01,Advanced DNS Security,0,0.0,not_enabled
C0003,P0296,2025-10-01,Advanced DNS Security,0,0.0,not_enabled
C0003,P0296,2025-11-01,Advanced DNS Security,28017,0.7,active
C0003,P0296,2025-12-01,Advanced DNS Security,25448,0.7,active
C0003,P0296,2026-02-01,Advanced DNS Security,55184,0.7,active
C0003,P0296,2026-03-01,Advanced DNS Security,31219,0.7,active
C0003,P0296,2026-05-01,Advanced DNS Security,55723,0.7,active
C0003,P0296,2025-09-01,Advanced Threat Prevention,0,0.0,not_enabled
C0003,P0296,2025-10-01,Advanced Threat Prevention,0,0.0,not_enabled
C0003,P0296,2025-11-01,Advanced Threat Prevention,0,0.0,not_enabled
C0003,P0296,2025-12-01,Advanced Threat Prevention,0,0.0,not_enabled
C0003,P0296,2026-02-01,Advanced Threat Prevention,0,0.0,not_enabled
C0003,P0296,2026-03-01,Advanced Threat Prevention,0,0.0,not_enabled
C0003,P0296,2026-05-01,Advanced Threat Prevention,48921,0.7,active
C0003,P0296,2026-01-01,Enterprise DLP,0,0.0,not_enabled
C0003,P0296,2026-04-01,Enterprise DLP,0,0.0,not_enabled
C0003,P0296,2026-06-01,Enterprise DLP,0,0.0,not_enabled
C0003,P0296,2026-01-01,App-ID,0,0.0,not_enabled
C0003,P0296,2026-04-01,App-ID,25696,0.7,active
C0003,P0296,2026-06-01,App-ID,19183,0.7,active
C0003,P0296,2025-09-01,Advanced URL Filtering,0,0.0,not_enabled
C0003,P0296,2025-10-01,Advanced URL Filtering,0,0.0,not_enabled
C0003,P0296,2025-11-01,Advanced URL Filtering,0,0.0,not_enabled
C0003,P0296,2025-12-01,Advanced URL Filtering,0,0.0,not_enabled
C0003,P0296,2026-02-01,Advanced URL Filtering,0,0.0,not_enabled
C0003,P0296,2026-03-01,Advanced URL Filtering,0,0.0,not_enabled
C0003,P0296,2026-05-01,Advanced URL Filtering,0,0.0,not_enabled
C0003,P0137,2025-07-01,Advanced Threat Prevention,0,0.0,not_enabled
C0003,P0137,2025-08-01,Advanced Threat Prevention,741923,0.7,active
C0003,P0137,2026-01-01,Advanced Threat Prevention,353499,0.7,active
C0003,P0137,2026-04-01,Advanced Threat Prevention,430350,0.7,active
C0003,P0137,2026-06-01,Advanced Threat Prevention,1066191,1.0,deep
C0003,P0137,2025-07-01,Advanced DNS Security,0,0.0,not_enabled
C0003,P0137,2025-08-01,Advanced DNS Security,0,0.0,not_enabled
C0003,P0137,2026-01-01,Advanced DNS Security,74338,1.0,deep
C0003,P0137,2026-04-01,Advanced DNS Security,79035,1.0,deep
C0003,P0137,2026-06-01,Advanced DNS Security,79695,1.0,deep
C0003,P0137,2025-09-01,Advanced WildFire,0,0.0,not_enabled
C0003,P0137,2025-10-01,Advanced WildFire,1237901,0.7,active
C0003,P0137,2025-11-01,Advanced WildFire,2583461,0.7,active
C0003,P0137,2025-12-01,Advanced WildFire,2449479,0.7,active
C0003,P0137,2026-02-01,Advanced WildFire,3941777,1.0,deep
C0003,P0137,2026-03-01,Advanced WildFire,3182967,0.7,active
C0003,P0137,2026-05-01,Advanced WildFire,3957183,1.0,deep
C0003,P0137,2025-07-01,Decryption,0,0.0,not_enabled
C0003,P0137,2025-08-01,Decryption,0,0.0,not_enabled
C0003,P0137,2026-01-01,Decryption,0,0.0,not_enabled
C0003,P0137,2026-04-01,Decryption,495890,0.7,active
C0003,P0137,2026-06-01,Decryption,686843,0.7,active
C0003,P0137,2025-07-01,Advanced URL Filtering,0,0.0,not_enabled
C0003,P0137,2025-08-01,Advanced URL Filtering,0,0.0,not_enabled
C0003,P0137,2026-01-01,Advanced URL Filtering,0,0.0,not_enabled
C0003,P0137,2026-04-01,Advanced URL Filtering,0,0.0,not_enabled
C0003,P0137,2026-06-01,Advanced URL Filtering,0,0.0,not_enabled
C0003,P0137,2025-07-01,GlobalProtect,0,0.0,not_enabled
C0003,P0137,2025-08-01,GlobalProtect,0,0.0,not_enabled
C0003,P0137,2026-01-01,GlobalProtect,40170,0.7,active
C0003,P0137,2026-04-01,GlobalProtect,38132,0.7,active
C0003,P0137,2026-06-01,GlobalProtect,19425,0.7,active
C0004,P0287,2025-10-01,Advanced DNS Security,0,0.0,not_enabled
C0004,P0287,2025-11-01,Advanced DNS Security,0,0.0,not_enabled
C0004,P0287,2025-12-01,Advanced DNS Security,0,0.0,not_enabled
C0004,P0287,2026-02-01,Advanced DNS Security,0,0.0,not_enabled
C0004,P0287,2026-03-01,Advanced DNS Security,0,0.0,not_enabled
C0004,P0287,2026-05-01,Advanced DNS Security,0,0.0,not_enabled
C0004,P0287,2025-10-01,Advanced Threat Prevention,0,0.0,not_enabled
C0004,P0287,2025-11-01,Advanced Threat Prevention,473082,1.0,deep
C0004,P0287,2025-12-01,Advanced Threat Prevention,413290,0.7,active
C0004,P0287,2026-02-01,Advanced Threat Prevention,608303,1.0,deep
C0004,P0287,2026-03-01,Advanced Threat Prevention,611327,1.0,deep
C0004,P0287,2026-05-01,Advanced Threat Prevention,381653,0.7,active
C0004,P0287,2026-01-01,App-ID,0,0.0,not_enabled
C0004,P0287,2026-04-01,App-ID,80039,1.0,deep
C0004,P0287,2026-06-01,App-ID,61741,1.0,deep
C0004,P0287,2026-01-01,Decryption,0,0.0,not_enabled
C0004,P0287,2026-04-01,Decryption,20041,0.7,active
C0004,P0287,2026-06-01,Decryption,8725,0.7,active
C0004,P0287,2026-01-01,IoT/OT Security,0,0.0,not_enabled
C0004,P0287,2026-04-01,IoT/OT Security,0,0.0,not_enabled
C0004,P0287,2026-06-01,IoT/OT Security,0,0.0,not_enabled
C0004,P0287,2026-01-01,Advanced URL Filtering,238490,0.7,active
C0004,P0287,2026-04-01,Advanced URL Filtering,719244,1.0,deep
C0004,P0287,2026-06-01,Advanced URL Filtering,406176,0.7,active
C0004,P0359,2025-07-01,Advanced DNS Security,0,0.0,not_enabled
C0004,P0359,2025-08-01,Advanced DNS Security,0,0.0,not_enabled
C0004,P0359,2026-01-01,Advanced DNS Security,0,0.0,not_enabled
C0004,P0359,2026-04-01,Advanced DNS Security,0,0.0,not_enabled
C0004,P0359,2026-06-01,Advanced DNS Security,0,0.0,not_enabled
C0004,P0359,2025-07-01,GlobalProtect,0,0.0,not_enabled
C0004,P0359,2025-08-01,GlobalProtect,0,0.0,not_enabled
C0004,P0359,2026-01-01,GlobalProtect,0,0.0,not_enabled
C0004,P0359,2026-04-01,GlobalProtect,0,0.0,not_enabled
C0004,P0359,2026-06-01,GlobalProtect,0,0.0,not_enabled
C0004,P0359,2025-09-01,Decryption,0,0.0,not_enabled
C0004,P0359,2025-10-01,Decryption,0,0.0,not_enabled
C0004,P0359,2025-11-01,Decryption,0,0.0,not_enabled
C0004,P0359,2025-12-01,Decryption,0,0.0,not_enabled
C0004,P0359,2026-02-01,Decryption,0,0.0,not_enabled
C0004,P0359,2026-03-01,Decryption,0,0.0,not_enabled
C0004,P0359,2026-05-01,Decryption,0,0.0,not_enabled
C0004,P0359,2025-09-01,Advanced Threat Prevention,0,0.0,not_enabled
C0004,P0359,2025-10-01,Advanced Threat Prevention,0,0.0,not_enabled
C0004,P0359,2025-11-01,Advanced Threat Prevention,0,0.0,not_enabled
C0004,P0359,2025-12-01,Advanced Threat Prevention,0,0.0,not_enabled
C0004,P0359,2026-02-01,Advanced Threat Prevention,0,0.0,not_enabled
C0004,P0359,2026-03-01,Advanced Threat Prevention,870583,0.7,active
C0004,P0359,2026-05-01,Advanced Threat Prevention,1201839,0.7,active
C0004,P0443,2025-09-01,Enterprise DLP,0,0.0,not_enabled
C0004,P0443,2025-10-01,Enterprise DLP,0,0.0,not_enabled
C0004,P0443,2025-11-01,Enterprise DLP,0,0.0,not_enabled
C0004,P0443,2025-12-01,Enterprise DLP,38503,1.0,deep
C0004,P0443,2026-02-01,Enterprise DLP,37701,1.0,deep
C0004,P0443,2026-03-01,Enterprise DLP,17177,0.7,active
C0004,P0443,2026-05-01,Enterprise DLP,15852,0.7,active
C0004,P0443,2025-09-01,Advanced Threat Prevention,0,0.0,not_enabled
C0004,P0443,2025-10-01,Advanced Threat Prevention,0,0.0,not_enabled
C0004,P0443,2025-11-01,Advanced Threat Prevention,0,0.0,not_enabled
C0004,P0443,2025-12-01,Advanced Threat Prevention,0,0.0,not_enabled
C0004,P0443,2026-02-01,Advanced Threat Prevention,0,0.0,not_enabled
C0004,P0443,2026-03-01,Advanced Threat Prevention,0,0.0,not_enabled
C0004,P0443,2026-05-01,Advanced Threat Prevention,0,0.0,not_enabled
C0004,P0443,2025-07-01,Advanced URL Filtering,0,0.0,not_enabled
C0004,P0443,2025-08-01,Advanced URL Filtering,0,0.0,not_enabled
C0004,P0443,2026-01-01,Advanced URL Filtering,44863,1.0,deep
C0004,P0443,2026-04-01,Advanced URL Filtering,27022,0.7,active
C0004,P0443,2026-06-01,Advanced URL Filtering,56469,1.0,deep
C0004,P0443,2025-09-01,App-ID,0,0.0,not_enabled
C0004,P0443,2025-10-01,App-ID,0,0.0,not_enabled
C0004,P0443,2025-11-01,App-ID,0,0.0,not_enabled
C0004,P0443,2025-12-01,App-ID,0,0.0,not_enabled
C0004,P0443,2026-02-01,App-ID,0,0.0,not_enabled
C0004,P0443,2026-03-01,App-ID,0,0.0,not_enabled
C0004,P0443,2026-05-01,App-ID,0,0.0,not_enabled
C0004,P0443,2025-07-01,Advanced DNS Security,0,0.0,not_enabled
C0004,P0443,2025-08-01,Advanced DNS Security,0,0.0,not_enabled
C0004,P0443,2026-01-01,Advanced DNS Security,41000,0.7,active
C0004,P0443,2026-04-01,Advanced DNS Security,99547,1.0,deep
C0004,P0443,2026-06-01,Advanced DNS Security,43345,0.7,active
C0004,P0443,2025-07-01,Decryption,0,0.0,not_enabled
C0004,P0443,2025-08-01,Decryption,0,0.0,not_enabled
C0004,P0443,2026-01-01,Decryption,0,0.0,not_enabled
C0004,P0443,2026-04-01,Decryption,0,0.0,not_enabled
C0004,P0443,2026-06-01,Decryption,0,0.0,not_enabled
C0004,P0086,2025-07-01,Advanced Threat Prevention,0,0.0,not_enabled
C0004,P0086,2025-08-01,Advanced Threat Prevention,0,0.0,not_enabled
C0004,P0086,2026-01-01,Advanced Threat Prevention,0,0.0,not_enabled
C0004,P0086,2026-04-01,Advanced Threat Prevention,0,0.0,not_enabled
C0004,P0086,2026-06-01,Advanced Threat Prevention,0,0.0,not_enabled
C0004,P0086,2025-09-01,Advanced WildFire,89538,1.0,deep
C0004,P0086,2025-10-01,Advanced WildFire,46618,0.7,active
C0004,P0086,2025-11-01,Advanced WildFire,27109,0.7,active
C0004,P0086,2025-12-01,Advanced WildFire,67954,0.7,active
C0004,P0086,2026-02-01,Advanced WildFire,79124,1.0,deep
C0004,P0086,2026-03-01,Advanced WildFire,103138,1.0,deep
C0004,P0086,2026-05-01,Advanced WildFire,51326,0.7,active
C0004,P0086,2025-09-01,App-ID,0,0.0,not_enabled
C0004,P0086,2025-10-01,App-ID,210388,1.0,deep
C0004,P0086,2025-11-01,App-ID,84042,0.7,active
C0004,P0086,2025-12-01,App-ID,151113,0.7,active
C0004,P0086,2026-02-01,App-ID,113399,0.7,active
C0004,P0086,2026-03-01,App-ID,206496,1.0,deep
C0004,P0086,2026-05-01,App-ID,64127,0.7,active
C0004,P0086,2025-07-01,Decryption,0,0.0,not_enabled
C0004,P0086,2025-08-01,Decryption,0,0.0,not_enabled
C0004,P0086,2026-01-01,Decryption,0,0.0,not_enabled
C0004,P0086,2026-04-01,Decryption,0,0.0,not_enabled
C0004,P0086,2026-06-01,Decryption,0,0.0,not_enabled
C0004,P0086,2025-07-01,Advanced URL Filtering,0,0.0,not_enabled
C0004,P0086,2025-08-01,Advanced URL Filtering,2327140,0.7,active
C0004,P0086,2026-01-01,Advanced URL Filtering,1318119,0.7,active
C0004,P0086,2026-04-01,Advanced URL Filtering,2458207,0.7,active
C0004,P0086,2026-06-01,Advanced URL Filtering,3536376,1.0,deep
C0004,P0334,2026-01-01,App-ID,42381,1.0,deep
C0004,P0334,2026-04-01,App-ID,34990,1.0,deep
C0004,P0334,2026-06-01,App-ID,10396,0.7,active
C0004,P0334,2025-09-01,Decryption,0,0.0,not_enabled
C0004,P0334,2025-10-01,Decryption,0,0.0,not_enabled
C0004,P0334,2025-11-01,Decryption,0,0.0,not_enabled
C0004,P0334,2025-12-01,Decryption,0,0.0,not_enabled
C0004,P0334,2026-02-01,Decryption,0,0.0,not_enabled
C0004,P0334,2026-03-01,Decryption,0,0.0,not_enabled
C0004,P0334,2026-05-01,Decryption,0,0.0,not_enabled
C0004,P0334,2025-09-01,Advanced Threat Prevention,0,0.0,not_enabled
C0004,P0334,2025-10-01,Advanced Threat Prevention,0,0.0,not_enabled
C0004,P0334,2025-11-01,Advanced Threat Prevention,0,0.0,not_enabled
C0004,P0334,2025-12-01,Advanced Threat Prevention,0,0.0,not_enabled
C0004,P0334,2026-02-01,Advanced Threat Prevention,0,0.0,not_enabled
C0004,P0334,2026-03-01,Advanced Threat Prevention,0,0.0,not_enabled
C0004,P0334,2026-05-01,Advanced Threat Prevention,0,0.0,not_enabled
C0004,P0334,2026-01-01,Advanced DNS Security,0,0.0,not_enabled
C0004,P0334,2026-04-01,Advanced DNS Security,0,0.0,not_enabled
C0004,P0334,2026-06-01,Advanced DNS Security,0,0.0,not_enabled
C0004,P0334,2025-09-01,Advanced WildFire,0,0.0,not_enabled
C0004,P0334,2025-10-01,Advanced WildFire,0,0.0,not_enabled
C0004,P0334,2025-11-01,Advanced WildFire,90659,1.0,deep
C0004,P0334,2025-12-01,Advanced WildFire,58176,0.7,active
C0004,P0334,2026-02-01,Advanced WildFire,84791,1.0,deep
C0004,P0334,2026-03-01,Advanced WildFire,62861,0.7,active
C0004,P0334,2026-05-01,Advanced WildFire,102581,1.0,deep
C0004,P0334,2025-09-01,Advanced URL Filtering,0,0.0,not_enabled
C0004,P0334,2025-10-01,Advanced URL Filtering,0,0.0,not_enabled
C0004,P0334,2025-11-01,Advanced URL Filtering,0,0.0,not_enabled
C0004,P0334,2025-12-01,Advanced URL Filtering,0,0.0,not_enabled
C0004,P0334,2026-02-01,Advanced URL Filtering,0,0.0,not_enabled
C0004,P0334,2026-03-01,Advanced URL Filtering,0,0.0,not_enabled
C0004,P0334,2026-05-01,Advanced URL Filtering,0,0.0,not_enabled
C0004,P0114,2025-10-01,Enterprise DLP,0,0.0,not_enabled
C0004,P0114,2025-11-01,Enterprise DLP,0,0.0,not_enabled
C0004,P0114,2025-12-01,Enterprise DLP,0,0.0,not_enabled
C0004,P0114,2026-02-01,Enterprise DLP,0,0.0,not_enabled
C0004,P0114,2026-03-01,Enterprise DLP,0,0.0,not_enabled
C0004,P0114,2026-05-01,Enterprise DLP,0,0.0,not_enabled
C0004,P0114,2026-01-01,SaaS Security,269755,0.7,active
C0004,P0114,2026-04-01,SaaS Security,528384,1.0,deep
C0004,P0114,2026-06-01,SaaS Security,285392,0.7,active
C0004,P0114,2025-10-01,Advanced URL Filtering,0,0.0,not_enabled
C0004,P0114,2025-11-01,Advanced URL Filtering,0,0.0,not_enabled
C0004,P0114,2025-12-01,Advanced URL Filtering,0,0.0,not_enabled
C0004,P0114,2026-02-01,Advanced URL Filtering,0,0.0,not_enabled
C0004,P0114,2026-03-01,Advanced URL Filtering,0,0.0,not_enabled
C0004,P0114,2026-05-01,Advanced URL Filtering,0,0.0,not_enabled
C0004,P0114,2026-01-01,Advanced Threat Prevention,0,0.0,not_enabled
C0004,P0114,2026-04-01,Advanced Threat Prevention,0,0.0,not_enabled
