cust_id,product_id,month,lur,util_health,feature_adoption,sustained_usage,ttv_score,ever_active_before,arr,vrs,flag_single_feature_dependency,flag_expansion,state,cust_name,segment,region,product_name,product_platform
C0009,P0032,2026-02-01,1.36,0.8,1.0,1.0,1.0,1,26167.08,93.0,false,true,Value Realized,Garcia-James,Mid-Market,AMER,VM-700 SKU-0032,software_ngfw
C0009,P0032,2026-03-01,1.344,0.8,1.0,1.0,1.0,1,26167.08,93.0,false,true,Value Realized,Garcia-James,Mid-Market,AMER,VM-700 SKU-0032,software_ngfw
C0009,P0032,2026-04-01,1.479,0.8,1.0,1.0,1.0,1,26167.08,93.0,false,true,Value Realized,Garcia-James,Mid-Market,AMER,VM-700 SKU-0032,software_ngfw
C0009,P0032,2026-05-01,1.58,0.8,1.0,1.0,1.0,1,26167.08,93.0,false,true,Value Realized,Garcia-James,Mid-Market,AMER,VM-700 SKU-0032,software_ngfw
C0009,P0032,2026-06-01,1.321,0.8,1.0,1.0,1.0,1,26167.08,93.0,false,true,Value Realized,Garcia-James,Mid-Market,AMER,VM-700 SKU-0032,software_ngfw
C0011,P0391,2025-07-01,1.494,0.8,0.25,1.0,1.0,0,1099509.48,74.3,false,true,Value Realized,Blair PLC,Enterprise,AMER,PA-3440 SKU-0391,hardware_ngfw
C0011,P0391,2025-08-01,1.473,0.8,0.75,1.0,1.0,1,1099509.48,86.8,false,true,Value Realized,Blair PLC,Enterprise,AMER,PA-3440 SKU-0391,hardware_ngfw
C0011,P0391,2025-09-01,1.251,0.8,0.75,1.0,1.0,1,1099509.48,86.8,false,true,Value Realized,Blair PLC,Enterprise,AMER,PA-3440 SKU-0391,hardware_ngfw
C0011,P0391,2025-10-01,1.27,0.8,0.75,1.0,1.0,1,1099509.48,86.8,false,true,Value Realized,Blair PLC,Enterprise,AMER,PA-3440 SKU-0391,hardware_ngfw
C0011,P0391,2025-11-01,1.219,0.8,0.75,1.0,1.0,1,1099509.48,86.8,false,true,Value Realized,Blair PLC,Enterprise,AMER,PA-3440 SKU-0391,hardware_ngfw
C0011,P0391,2025-12-01,1.256,0.8,0.75,1.0,1.0,1,1099509.48,86.8,false,true,Value Realized,Blair PLC,Enterprise,AMER,PA-3440 SKU-0391,hardware_ngfw
C0011,P0391,2026-01-01,1.125,1.0,0.75,1.0,1.0,1,1099509.48,93.8,false,false,Value Realized,Blair PLC,Enterprise,AMER,PA-3440 SKU-0391,hardware_ngfw
C0011,P0391,2026-02-01,1.402,0.8,0.75,1.0,1.0,1,1099509.48,86.8,false,true,Value Realized,Blair PLC,Enterprise,AMER,PA-3440 SKU-0391,hardware_ngfw
C0011,P0391,2026-03-01,1.586,0.8,0.75,1.0,1.0,1,1099509.48,86.8,false,true,Value Realized,Blair PLC,Enterprise,AMER,PA-3440 SKU-0391,hardware_ngfw
C0011,P0391,2026-04-01,1.342,0.8,0.75,1.0,1.0,1,1099509.48,86.8,false,true,Value Realized,Blair PLC,Enterprise,AMER,PA-3440 SKU-0391,hardware_ngfw
C0011,P0391,2026-05-01,1.543,0.8,0.75,1.0,1.0,1,1099509.48,86.8,false,true,Value Realized,Blair PLC,Enterprise,AMER,PA-3440 SKU-0391,hardware_ngfw
C0011,P0391,2026-06-01,1.251,0.8,0.75,1.0,1.0,1,1099509.48,86.8,false,true,Value Realized,Blair PLC,Enterprise,AMER,PA-3440 SKU-0391,hardware_ngfw
C0016,P0210,2025-07-01,0.0,0.0,0.0,0.0,,0,57647.52,0.0,false,false,Grace Period,Galloway-Wyatt,Enterprise,EMEA,Cloud NGFW for Azure SKU-0210,cloud_ngfw
C0016,P0210,2025-08-01,0.0,0.0,0.0,0.0,0.0,0,57647.52,0.0,false,false,Shelfware Risk,Galloway-Wyatt,Enterprise,EMEA,Cloud NGFW for Azure SKU-0210,cloud_ngfw
C0016,P0210,2025-09-01,0.0,0.0,0.0,0.0,0.0,0,57647.52,0.0,false,false,Shelfware Risk,Galloway-Wyatt,Enterprise,EMEA,Cloud NGFW for Azure SKU-0210,cloud_ngfw
C0016,P0210,2025-10-01,0.0,0.0,0.0,0.0,0.0,0,57647.52,0.0,false,false,Shelfware Risk,Galloway-Wyatt,Enterprise,EMEA,Cloud NGFW for Azure SKU-0210,cloud_ngfw
C0016,P0210,2025-11-01,0.0,0.0,0.0,0.0,0.0,0,57647.52,0.0,false,false,Shelfware Risk,Galloway-Wyatt,Enterprise,EMEA,Cloud NGFW for Azure SKU-0210,cloud_ngfw
C0016,P0210,2025-12-01,0.0,0.0,0.0,0.0,0.0,0,57647.52,0.0,false,false,Shelfware Risk,Galloway-Wyatt,Enterprise,EMEA,Cloud NGFW for Azure SKU-0210,cloud_ngfw
C0016,P0210,2026-01-01,0.0,0.0,0.0,0.0,0.0,0,57647.52,0.0,false,false,Shelfware Risk,Galloway-Wyatt,Enterprise,EMEA,Cloud NGFW for Azure SKU-0210,cloud_ngfw
C0016,P0210,2026-02-01,0.0,0.0,0.0,0.0,0.0,0,57647.52,0.0,false,false,Shelfware Risk,Galloway-Wyatt,Enterprise,EMEA,Cloud NGFW for Azure SKU-0210,cloud_ngfw
C0016,P0210,2026-03-01,0.0,0.0,0.0,0.0,0.0,0,57647.52,0.0,false,false,Shelfware Risk,Galloway-Wyatt,Enterprise,EMEA,Cloud NGFW for Azure SKU-0210,cloud_ngfw
C0016,P0210,2026-04-01,0.0,0.0,0.0,0.0,0.0,0,57647.52,0.0,false,false,Shelfware Risk,Galloway-Wyatt,Enterprise,EMEA,Cloud NGFW for Azure SKU-0210,cloud_ngfw
C0016,P0210,2026-05-01,0.0,0.0,0.0,0.0,0.0,0,57647.52,0.0,false,false,Shelfware Risk,Galloway-Wyatt,Enterprise,EMEA,Cloud NGFW for Azure SKU-0210,cloud_ngfw
C0016,P0210,2026-06-01,0.0,0.0,0.0,0.0,0.0,0,57647.52,0.0,false,false,Shelfware Risk,Galloway-Wyatt,Enterprise,EMEA,Cloud NGFW for Azure SKU-0210,cloud_ngfw
C0026,P0375,2025-07-01,1.576,0.8,0.5,1.0,1.0,0,53530.18,80.5,false,true,Value Realized,Wilkerson-Day,Mid-Market,AMER,Cloud NGFW for AWS SKU-0375,cloud_ngfw
C0026,P0375,2025-08-01,1.398,0.8,0.833,1.0,1.0,1,53530.18,88.8,false,true,Value Realized,Wilkerson-Day,Mid-Market,AMER,Cloud NGFW for AWS SKU-0375,cloud_ngfw
C0026,P0375,2025-09-01,1.176,1.0,0.833,1.0,1.0,1,53530.18,95.8,false,false,Value Realized,Wilkerson-Day,Mid-Market,AMER,Cloud NGFW for AWS SKU-0375,cloud_ngfw
C0026,P0375,2025-10-01,1.464,0.8,0.833,1.0,1.0,1,53530.18,88.8,false,true,Value Realized,Wilkerson-Day,Mid-Market,AMER,Cloud NGFW for AWS SKU-0375,cloud_ngfw
C0026,P0375,2025-11-01,1.36,0.8,0.833,1.0,1.0,1,53530.18,88.8,false,true,Value Realized,Wilkerson-Day,Mid-Market,AMER,Cloud NGFW for AWS SKU-0375,cloud_ngfw
C0026,P0375,2025-12-01,1.45,0.8,0.833,1.0,1.0,1,53530.18,88.8,false,true,Value Realized,Wilkerson-Day,Mid-Market,AMER,Cloud NGFW for AWS SKU-0375,cloud_ngfw
C0026,P0375,2026-01-01,1.53,0.8,0.833,1.0,1.0,1,53530.18,88.8,false,true,Value Realized,Wilkerson-Day,Mid-Market,AMER,Cloud NGFW for AWS SKU-0375,cloud_ngfw
C0026,P0375,2026-02-01,1.382,0.8,0.833,1.0,1.0,1,53530.18,88.8,false,true,Value Realized,Wilkerson-Day,Mid-Market,AMER,Cloud NGFW for AWS SKU-0375,cloud_ngfw
C0026,P0375,2026-03-01,1.426,0.8,0.833,1.0,1.0,1,53530.18,88.8,false,true,Value Realized,Wilkerson-Day,Mid-Market,AMER,Cloud NGFW for AWS SKU-0375,cloud_ngfw
C0026,P0375,2026-04-01,1.498,0.8,0.833,1.0,1.0,1,53530.18,88.8,false,true,Value Realized,Wilkerson-Day,Mid-Market,AMER,Cloud NGFW for AWS SKU-0375,cloud_ngfw
C0026,P0375,2026-05-01,1.489,0.8,0.833,1.0,1.0,1,53530.18,88.8,false,true,Value Realized,Wilkerson-Day,Mid-Market,AMER,Cloud NGFW for AWS SKU-0375,cloud_ngfw
C0026,P0375,2026-06-01,1.274,0.8,0.833,1.0,1.0,1,53530.18,88.8,false,true,Value Realized,Wilkerson-Day,Mid-Market,AMER,Cloud NGFW for AWS SKU-0375,cloud_ngfw
C0027,P0248,2025-07-01,0.671,0.918,0.14,1.0,1.0,0,40260.96,75.6,false,false,Value Realized,Baker and Sons,Enterprise,AMER,VM-500 SKU-0248,software_ngfw
C0027,P0248,2025-08-01,0.526,0.811,0.14,1.0,1.0,1,40260.96,71.9,false,false,Value Realized,Baker and Sons,Enterprise,AMER,VM-500 SKU-0248,software_ngfw
C0027,P0248,2025-09-01,0.866,0.967,0.14,1.0,1.0,1,40260.96,77.3,false,false,Value Realized,Baker and Sons,Enterprise,AMER,VM-500 SKU-0248,software_ngfw
C0027,P0248,2025-10-01,0.567,0.86,0.14,1.0,1.0,1,40260.96,73.6,false,false,Value Realized,Baker and Sons,Enterprise,AMER,VM-500 SKU-0248,software_ngfw
C0027,P0248,2025-11-01,0.623,0.906,0.34,1.0,1.0,1,40260.96,80.2,false,false,Value Realized,Baker and Sons,Enterprise,AMER,VM-500 SKU-0248,software_ngfw
C0027,P0248,2025-12-01,1.096,1.0,0.28,1.0,1.0,1,40260.96,82.0,false,false,Value Realized,Baker and Sons,Enterprise,AMER,VM-500 SKU-0248,software_ngfw
C0027,P0248,2026-01-01,0.812,0.953,0.34,1.0,1.0,1,40260.96,81.9,false,false,Value Realized,Baker and Sons,Enterprise,AMER,VM-500 SKU-0248,software_ngfw
C0027,P0248,2026-02-01,0.725,0.931,0.28,1.0,1.0,1,40260.96,79.6,false,false,Value Realized,Baker and Sons,Enterprise,AMER,VM-500 SKU-0248,software_ngfw
C0027,P0248,2026-03-01,0.947,0.987,0.34,1.0,1.0,1,40260.96,83.0,false,false,Value Realized,Baker and Sons,Enterprise,AMER,VM-500 SKU-0248,software_ngfw
C0027,P0248,2026-04-01,0.772,0.943,0.34,1.0,1.0,1,40260.96,81.5,false,false,Value Realized,Baker and Sons,Enterprise,AMER,VM-500 SKU-0248,software_ngfw
C0027,P0248,2026-05-01,0.858,0.964,0.28,1.0,1.0,1,40260.96,80.8,false,false,Value Realized,Baker and Sons,Enterprise,AMER,VM-500 SKU-0248,software_ngfw
C0027,P0248,2026-06-01,0.687,0.922,0.34,1.0,1.0,1,40260.96,80.8,false,false,Value Realized,Baker and Sons,Enterprise,AMER,VM-500 SKU-0248,software_ngfw
C0028,P0482,2025-07-01,0.72,0.93,0.0,1.0,1.0,0,899047.68,72.5,false,false,Value Realized,"Hoffman, Baker and Richards",Enterprise,AMER,Prisma Access Browser SKU-0482,sase
C0028,P0482,2025-08-01,0.856,0.964,0.0,1.0,1.0,1,899047.68,73.7,false,false,Value Realized,"Hoffman, Baker and Richards",Enterprise,AMER,Prisma Access Browser SKU-0482,sase
C0028,P0482,2025-09-01,0.703,0.926,0.0,1.0,1.0,1,899047.68,72.4,false,false,Value Realized,"Hoffman, Baker and Richards",Enterprise,AMER,Prisma Access Browser SKU-0482,sase
C0028,P0482,2025-10-01,0.799,0.95,0.0,1.0,1.0,1,899047.68,73.2,false,false,Value Realized,"Hoffman, Baker and Richards",Enterprise,AMER,Prisma Access Browser SKU-0482,sase
C0028,P0482,2025-11-01,0.627,0.907,0.25,1.0,1.0,1,899047.68,78.0,false,false,Value Realized,"Hoffman, Baker and Richards",Enterprise,AMER,Prisma Access Browser SKU-0482,sase
C0028,P0482,2025-12-01,0.631,0.908,0.175,1.0,1.0,1,899047.68,76.1,false,false,Value Realized,"Hoffman, Baker and Richards",Enterprise,AMER,Prisma Access Browser SKU-0482,sase
C0028,P0482,2026-01-01,0.611,0.903,0.25,1.0,1.0,1,899047.68,77.8,false,false,Value Realized,"Hoffman, Baker and Richards",Enterprise,AMER,Prisma Access Browser SKU-0482,sase
C0028,P0482,2026-02-01,1.013,1.0,0.175,1.0,1.0,1,899047.68,79.4,true,false,Value Realized,"Hoffman, Baker and Richards",Enterprise,AMER,Prisma Access Browser SKU-0482,sase
C0028,P0482,2026-03-01,0.622,0.906,0.425,1.0,1.0,1,899047.68,82.3,false,false,Value Realized,"Hoffman, Baker and Richards",Enterprise,AMER,Prisma Access Browser SKU-0482,sase
C0028,P0482,2026-04-01,0.667,0.917,0.35,1.0,1.0,1,899047.68,80.8,false,false,Value Realized,"Hoffman, Baker and Richards",Enterprise,AMER,Prisma Access Browser SKU-0482,sase
C0028,P0482,2026-05-01,0.463,0.736,0.425,1.0,1.0,1,899047.68,76.4,false,false,Value Realized,"Hoffman, Baker and Richards",Enterprise,AMER,Prisma Access Browser SKU-0482,sase
C0028,P0482,2026-06-01,1.051,1.0,0.425,1.0,1.0,1,899047.68,85.6,false,false,Value Realized,"Hoffman, Baker and Richards",Enterprise,AMER,Prisma Access Browser SKU-0482,sase
C0029,P0403,2025-07-01,0.0,0.0,0.0,0.0,,0,50957.84,0.0,false,false,Grace Period,"Ross, Robinson and Bright",Enterprise,EMEA,Prisma Access Browser SKU-0403,sase
C0029,P0403,2025-08-01,0.0,0.0,0.0,0.0,0.0,0,50957.84,0.0,false,false,Shelfware Risk,"Ross, Robinson and Bright",Enterprise,EMEA,Prisma Access Browser SKU-0403,sase
C0029,P0403,2025-09-01,0.0,0.0,0.0,0.0,0.0,0,50957.84,0.0,false,false,Shelfware Risk,"Ross, Robinson and Bright",Enterprise,EMEA,Prisma Access Browser SKU-0403,sase
C0029,P0403,2025-10-01,0.0,0.0,0.0,0.0,0.0,0,50957.84,0.0,false,false,Shelfware Risk,"Ross, Robinson and Bright",Enterprise,EMEA,Prisma Access Browser SKU-0403,sase
C0029,P0403,2025-11-01,0.0,0.0,0.0,0.0,0.0,0,50957.84,0.0,false,false,Shelfware Risk,"Ross, Robinson and Bright",Enterprise,EMEA,Prisma Access Browser SKU-0403,sase
C0029,P0403,2025-12-01,0.0,0.0,0.0,0.0,0.0,0,50957.84,0.0,false,false,Shelfware Risk,"Ross, Robinson and Bright",Enterprise,EMEA,Prisma Access Browser SKU-0403,sase
C0029,P0403,2026-01-01,0.0,0.0,0.0,0.0,0.0,0,50957.84,0.0,false,false,Shelfware Risk,"Ross, Robinson and Bright",Enterprise,EMEA,Prisma Access Browser SKU-0403,sase
C0029,P0403,2026-02-01,0.0,0.0,0.0,0.0,0.0,0,50957.84,0.0,false,false,Shelfware Risk,"Ross, Robinson and Bright",Enterprise,EMEA,Prisma Access Browser SKU-0403,sase
C0029,P0403,2026-03-01,0.0,0.0,0.0,0.0,0.0,0,50957.84,0.0,false,false,Shelfware Risk,"Ross, Robinson and Bright",Enterprise,EMEA,Prisma Access Browser SKU-0403,sase
C0029,P0403,2026-04-01,0.0,0.0,0.0,0.0,0.0,0,50957.84,0.0,false,false,Shelfware Risk,"Ross, Robinson and Bright",Enterprise,EMEA,Prisma Access Browser SKU-0403,sase
C0029,P0403,2026-05-01,0.0,0.0,0.0,0.0,0.0,0,50957.84,0.0,false,false,Shelfware Risk,"Ross, Robinson and Bright",Enterprise,EMEA,Prisma Access Browser SKU-0403,sase
C0029,P0403,2026-06-01,0.0,0.0,0.0,0.0,0.0,0,50957.84,0.0,false,false,Shelfware Risk,"Ross, Robinson and Bright",Enterprise,EMEA,Prisma Access Browser SKU-0403,sase
C0031,P0014,2025-07-01,1.18,1.0,0.25,1.0,1.0,0,8124.87,81.3,false,false,Value Realized,Burton Ltd,Enterprise,AMER,CN-Series SKU-0014,software_ngfw
C0031,P0014,2025-08-01,1.351,0.8,0.5,1.0,1.0,1,8124.87,80.5,false,true,Value Realized,Burton Ltd,Enterprise,AMER,CN-Series SKU-0014,software_ngfw
C0031,P0014,2025-09-01,1.31,0.8,0.5,1.0,1.0,1,8124.87,80.5,false,true,Value Realized,Burton Ltd,Enterprise,AMER,CN-Series SKU-0014,software_ngfw
C0031,P0014,2025-10-01,1.537,0.8,0.5,1.0,1.0,1,8124.87,80.5,false,true,Value Realized,Burton Ltd,Enterprise,AMER,CN-Series SKU-0014,software_ngfw
C0031,P0014,2025-11-01,1.254,0.8,0.5,1.0,1.0,1,8124.87,80.5,false,true,Value Realized,Burton Ltd,Enterprise,AMER,CN-Series SKU-0014,software_ngfw
C0031,P0014,2025-12-01,1.573,0.8,0.5,1.0,1.0,1,8124.87,80.5,false,true,Value Realized,Burton Ltd,Enterprise,AMER,CN-Series SKU-0014,software_ngfw
C0031,P0014,2026-01-01,1.495,0.8,0.5,1.0,1.0,1,8124.87,80.5,false,true,Value Realized,Burton Ltd,Enterprise,AMER,CN-Series SKU-0014,software_ngfw
C0031,P0014,2026-02-01,1.438,0.8,0.5,1.0,1.0,1,8124.87,80.5,false,true,Value Realized,Burton Ltd,Enterprise,AMER,CN-Series SKU-0014,software_ngfw
C0031,P0014,2026-03-01,1.444,0.8,0.5,1.0,1.0,1,8124.87,80.5,false,true,Value Realized,Burton Ltd,Enterprise,AMER,CN-Series SKU-0014,software_ngfw
C0031,P0014,2026-04-01,1.26,0.8,0.5,1.0,1.0,1,8124.87,80.5,false,true,Value Realized,Burton Ltd,Enterprise,AMER,CN-Series SKU-0014,software_ngfw
C0031,P0014,2026-05-01,1.259,0.8,0.5,1.0,1.0,1,8124.87,80.5,false,true,Value Realized,Burton Ltd,Enterprise,AMER,CN-Series SKU-0014,software_ngfw
C0031,P0014,2026-06-01,1.615,0.8,0.5,1.0,1.0,1,8124.87,80.5,false,true,Value Realized,Burton Ltd,Enterprise,AMER,CN-Series SKU-0014,software_ngfw
C0039,P0413,2025-07-01,0.628,0.907,0.333,1.0,1.0,0,148783.3,80.1,false,false,Value Realized,Harrell LLC,Mid-Market,AMER,PA-7500 SKU-0413,hardware_ngfw
C0039,P0413,2025-08-01,0.708,0.927,0.233,1.0,1.0,1,148783.3,78.3,false,false,Value Realized,Harrell LLC,Mid-Market,AMER,PA-7500 SKU-0413,hardware_ngfw
C0039,P0413,2025-09-01,0.628,0.907,0.233,1.0,1.0,1,148783.3,77.6,false,false,Value Realized,Harrell LLC,Mid-Market,AMER,PA-7500 SKU-0413,hardware_ngfw
C0039,P0413,2025-10-01,0.688,0.922,0.333,1.0,1.0,1,148783.3,80.6,false,false,Value Realized,Harrell LLC,Mid-Market,AMER,PA-7500 SKU-0413,hardware_ngfw
C0039,P0413,2025-11-01,0.68,0.92,0.233,1.0,1.0,1,148783.3,78.0,false,false,Value Realized,Harrell LLC,Mid-Market,AMER,PA-7500 SKU-0413,hardware_ngfw
C0039,P0413,2025-12-01,0.758,0.94,0.233,1.0,1.0,1,148783.3,78.7,false,false,Value Realized,Harrell LLC,Mid-Market,AMER,PA-7500 SKU-0413,hardware_ngfw
C0039,P0413,2026-01-01,0.666,0.917,0.233,1.0,1.0,1,148783.3,77.9,false,false,Value Realized,Harrell LLC,Mid-Market,AMER,PA-7500 SKU-0413,hardware_ngfw
C0039,P0413,2026-02-01,0.604,0.901,0.333,1.0,1.0,1,148783.3,79.9,false,false,Value Realized,Harrell LLC,Mid-Market,AMER,PA-7500 SKU-0413,hardware_ngfw
C0039,P0413,2026-03-01,0.714,0.929,0.333,1.0,1.0,1,148783.3,80.8,false,false,Value Realized,Harrell LLC,Mid-Market,AMER,PA-7500 SKU-0413,hardware_ngfw
C0039,P0413,2026-04-01,0.684,0.921,0.333,1.0,1.0,1,148783.3,80.6,false,false,Value Realized,Harrell LLC,Mid-Market,AMER,PA-7500 SKU-0413,hardware_ngfw
C0039,P0413,2026-05-01,0.784,0.946,0.233,1.0,1.0,1,148783.3,78.9,false,false,Value Realized,Harrell LLC,Mid-Market,AMER,PA-7500 SKU-0413,hardware_ngfw
C0039,P0413,2026-06-01,0.904,0.976,0.233,1.0,1.0,1,148783.3,80.0,true,false,Value Realized,Harrell LLC,Mid-Market,AMER,PA-7500 SKU-0413,hardware_ngfw
C0041,P0154,2025-07-01,0.854,0.964,0.14,1.0,1.0,0,23960.25,77.2,false,false,Value Realized,Ryan PLC,Mid-Market,AMER,Cloud NGFW for Azure SKU-0154,cloud_ngfw
C0041,P0154,2025-08-01,1.084,1.0,0.14,1.0,1.0,1,23960.25,78.5,true,false,Value Realized,Ryan PLC,Mid-Market,AMER,Cloud NGFW for Azure SKU-0154,cloud_ngfw
C0041,P0154,2025-09-01,0.784,0.946,0.14,1.0,1.0,1,23960.25,76.6,false,false,Value Realized,Ryan PLC,Mid-Market,AMER,Cloud NGFW for Azure SKU-0154,cloud_ngfw
C0041,P0154,2025-10-01,0.889,0.972,0.2,1.0,1.0,1,23960.25,79.0,false,false,Value Realized,Ryan PLC,Mid-Market,AMER,Cloud NGFW for Azure SKU-0154,cloud_ngfw
C0041,P0154,2025-11-01,0.741,0.935,0.28,1.0,1.0,1,23960.25,79.7,false,false,Value Realized,Ryan PLC,Mid-Market,AMER,Cloud NGFW for Azure SKU-0154,cloud_ngfw
C0041,P0154,2025-12-01,0.916,0.979,0.34,1.0,1.0,1,23960.25,82.8,false,false,Value Realized,Ryan PLC,Mid-Market,AMER,Cloud NGFW for Azure SKU-0154,cloud_ngfw
C0041,P0154,2026-01-01,0.543,0.832,0.34,1.0,1.0,1,23960.25,77.6,false,false,Value Realized,Ryan PLC,Mid-Market,AMER,Cloud NGFW for Azure SKU-0154,cloud_ngfw
