consumption_id,entitlement_id,cust_id,product_id,month,consumed_units,licensed_amount
U000170,E00015,C0004,P0114,2026-06-01,3451.6,5071
U000171,E00016,C0004,P0401,2025-07-01,623.49,868
U000172,E00016,C0004,P0401,2025-08-01,604.23,868
U000173,E00016,C0004,P0401,2025-09-01,609.37,868
U000174,E00016,C0004,P0401,2025-10-01,605.37,868
U000175,E00016,C0004,P0401,2025-11-01,497.21,868
U000176,E00016,C0004,P0401,2025-12-01,622.5,868
U000177,E00016,C0004,P0401,2026-01-01,579.72,868
U000178,E00016,C0004,P0401,2026-02-01,671.66,868
U000179,E00016,C0004,P0401,2026-03-01,734.18,868
U000180,E00016,C0004,P0401,2026-04-01,449.37,868
U000181,E00016,C0004,P0401,2026-05-01,522.83,868
U000182,E00016,C0004,P0401,2026-06-01,791.42,868
U000183,E00017,C0005,P0139,2025-07-01,11.63,17
U000184,E00017,C0005,P0139,2025-08-01,16.46,17
U000185,E00017,C0005,P0139,2025-09-01,14.5,17
U000186,E00017,C0005,P0139,2025-10-01,10.81,17
U000187,E00017,C0005,P0139,2025-11-01,13.12,17
U000188,E00017,C0005,P0139,2025-12-01,11.57,17
U000189,E00017,C0005,P0139,2026-01-01,7.92,17
U000190,E00017,C0005,P0139,2026-02-01,9.38,17
U000191,E00017,C0005,P0139,2026-03-01,11.0,17
U000192,E00017,C0005,P0139,2026-04-01,7.45,17
U000193,E00017,C0005,P0139,2026-05-01,9.42,17
U000194,E00017,C0005,P0139,2026-06-01,11.77,17
U000195,E00018,C0005,P0483,2025-10-01,226.38,390
U000196,E00018,C0005,P0483,2025-11-01,280.23,390
U000197,E00018,C0005,P0483,2025-12-01,262.86,390
U000198,E00018,C0005,P0483,2026-01-01,238.74,390
U000199,E00018,C0005,P0483,2026-02-01,434.43,390
U000200,E00018,C0005,P0483,2026-03-01,319.5,390
U000201,E00018,C0005,P0483,2026-04-01,184.68,390
U000202,E00018,C0005,P0483,2026-05-01,298.52,390
U000203,E00018,C0005,P0483,2026-06-01,256.29,390
U000204,E00019,C0005,P0039,2025-07-01,786.62,1341
U000205,E00019,C0005,P0039,2025-08-01,971.65,1341
U000206,E00019,C0005,P0039,2025-09-01,957.88,1341
U000207,E00019,C0005,P0039,2025-10-01,927.84,1341
U000208,E00019,C0005,P0039,2025-11-01,1005.8,1341
U000209,E00019,C0005,P0039,2025-12-01,1008.49,1341
U000210,E00019,C0005,P0039,2026-01-01,1024.03,1341
U000211,E00019,C0005,P0039,2026-02-01,1268.58,1341
U000212,E00019,C0005,P0039,2026-03-01,630.5,1341
U000213,E00019,C0005,P0039,2026-04-01,910.18,1341
U000214,E00019,C0005,P0039,2026-05-01,935.82,1341
U000215,E00019,C0005,P0039,2026-06-01,658.82,1341
U000216,E00020,C0006,P0371,2025-07-01,227.11,463
U000217,E00020,C0006,P0371,2025-08-01,241.51,463
U000218,E00020,C0006,P0371,2025-09-01,294.02,463
U000219,E00020,C0006,P0371,2025-10-01,324.39,463
U000220,E00020,C0006,P0371,2025-11-01,254.98,463
U000221,E00020,C0006,P0371,2025-12-01,291.72,463
U000222,E00020,C0006,P0371,2026-01-01,317.98,463
U000223,E00020,C0006,P0371,2026-02-01,282.58,463
U000224,E00020,C0006,P0371,2026-03-01,292.95,463
U000225,E00020,C0006,P0371,2026-04-01,354.55,463
U000226,E00020,C0006,P0371,2026-05-01,350.37,463
U000227,E00020,C0006,P0371,2026-06-01,381.34,463
U000228,E00021,C0006,P0342,2025-07-01,1061.81,1741
U000229,E00021,C0006,P0342,2025-08-01,1449.35,1741
U000230,E00021,C0006,P0342,2025-09-01,958.6,1741
U000231,E00021,C0006,P0342,2025-10-01,918.65,1741
U000232,E00021,C0006,P0342,2025-11-01,1400.62,1741
U000233,E00021,C0006,P0342,2025-12-01,1395.01,1741
U000234,E00021,C0006,P0342,2026-01-01,1045.74,1741
U000235,E00021,C0006,P0342,2026-02-01,984.63,1741
U000236,E00021,C0006,P0342,2026-03-01,1377.21,1741
U000237,E00021,C0006,P0342,2026-04-01,898.92,1741
U000238,E00021,C0006,P0342,2026-05-01,1007.76,1741
U000239,E00021,C0006,P0342,2026-06-01,1131.03,1741
U000240,E00022,C0006,P0148,2025-07-01,413.65,438
U000241,E00022,C0006,P0148,2025-08-01,297.72,438
U000242,E00022,C0006,P0148,2025-09-01,298.43,438
U000243,E00022,C0006,P0148,2025-10-01,350.53,438
U000244,E00022,C0006,P0148,2025-11-01,403.08,438
U000245,E00022,C0006,P0148,2025-12-01,338.79,438
U000246,E00022,C0006,P0148,2026-01-01,282.42,438
U000247,E00022,C0006,P0148,2026-02-01,245.72,438
U000248,E00022,C0006,P0148,2026-03-01,414.81,438
U000249,E00022,C0006,P0148,2026-04-01,282.61,438
U000250,E00022,C0006,P0148,2026-05-01,325.51,438
U000251,E00022,C0006,P0148,2026-06-01,331.78,438
U000252,E00023,C0006,P0087,2025-10-01,17.53,25
U000253,E00023,C0006,P0087,2025-11-01,18.18,25
U000254,E00023,C0006,P0087,2025-12-01,24.08,25
U000255,E00023,C0006,P0087,2026-01-01,17.69,25
U000256,E00023,C0006,P0087,2026-02-01,20.42,25
U000257,E00023,C0006,P0087,2026-03-01,23.07,25
U000258,E00023,C0006,P0087,2026-04-01,24.88,25
U000259,E00023,C0006,P0087,2026-05-01,19.82,25
U000260,E00023,C0006,P0087,2026-06-01,15.84,25
U000261,E00024,C0006,P0299,2025-07-01,8.21,13
U000262,E00024,C0006,P0299,2025-08-01,11.8,13
U000263,E00024,C0006,P0299,2025-09-01,8.35,13
U000264,E00024,C0006,P0299,2025-10-01,6.85,13
U000265,E00024,C0006,P0299,2025-11-01,14.24,13
U000266,E00024,C0006,P0299,2025-12-01,10.88,13
U000267,E00024,C0006,P0299,2026-01-01,8.6,13
U000268,E00024,C0006,P0299,2026-02-01,9.17,13
U000269,E00024,C0006,P0299,2026-03-01,6.98,13
U000270,E00024,C0006,P0299,2026-04-01,7.89,13
U000271,E00024,C0006,P0299,2026-05-01,7.2,13
U000272,E00024,C0006,P0299,2026-06-01,5.0,13
U000273,E00025,C0006,P0061,2025-08-01,611.04,863
U000274,E00025,C0006,P0061,2025-09-01,643.92,863
U000275,E00025,C0006,P0061,2025-10-01,801.55,863
U000276,E00025,C0006,P0061,2025-11-01,842.79,863
U000277,E00025,C0006,P0061,2025-12-01,615.52,863
U000278,E00025,C0006,P0061,2026-01-01,635.75,863
U000279,E00025,C0006,P0061,2026-02-01,730.01,863
U000280,E00025,C0006,P0061,2026-03-01,514.22,863
U000281,E00025,C0006,P0061,2026-04-01,464.99,863
U000282,E00025,C0006,P0061,2026-05-01,529.0,863
U000283,E00025,C0006,P0061,2026-06-01,505.67,863
U000284,E00026,C0007,P0033,2025-07-01,1715.86,1178
U000285,E00026,C0007,P0033,2025-08-01,1387.25,1178
U000286,E00026,C0007,P0033,2025-09-01,1844.35,1178
U000287,E00026,C0007,P0033,2025-10-01,1893.57,1178
U000288,E00026,C0007,P0033,2025-11-01,1755.91,1178
U000289,E00026,C0007,P0033,2025-12-01,1612.22,1178
U000290,E00026,C0007,P0033,2026-01-01,2000.81,1178
U000291,E00026,C0007,P0033,2026-02-01,1535.57,1178
U000292,E00026,C0007,P0033,2026-03-01,1454.17,1178
U000293,E00026,C0007,P0033,2026-04-01,1485.01,1178
U000294,E00026,C0007,P0033,2026-05-01,1704.39,1178
U000295,E00026,C0007,P0033,2026-06-01,1426.88,1178
U000296,E00027,C0007,P0487,2025-10-01,365.37,292
U000297,E00027,C0007,P0487,2025-11-01,372.45,292
U000298,E00027,C0007,P0487,2025-12-01,453.13,292
U000299,E00027,C0007,P0487,2026-01-01,361.38,292
U000300,E00027,C0007,P0487,2026-02-01,350.83,292
U000301,E00027,C0007,P0487,2026-03-01,354.9,292
U000302,E00027,C0007,P0487,2026-04-01,460.0,292
U000303,E00027,C0007,P0487,2026-05-01,411.44,292
U000304,E00027,C0007,P0487,2026-06-01,369.24,292
U000305,E00028,C0007,P0446,2025-07-01,2620.89,1907
U000306,E00028,C0007,P0446,2025-08-01,2391.34,1907
U000307,E00028,C0007,P0446,2025-09-01,3060.39,1907
U000308,E00028,C0007,P0446,2025-10-01,2130.16,1907
U000309,E00028,C0007,P0446,2025-11-01,2543.14,1907
U000310,E00028,C0007,P0446,2025-12-01,3065.06,1907
U000311,E00028,C0007,P0446,2026-01-01,2697.11,1907
U000312,E00028,C0007,P0446,2026-02-01,2688.58,1907
U000313,E00028,C0007,P0446,2026-03-01,2858.35,1907
U000314,E00028,C0007,P0446,2026-04-01,2660.64,1907
U000315,E00028,C0007,P0446,2026-05-01,2474.54,1907
U000316,E00028,C0007,P0446,2026-06-01,2597.96,1907
U000317,E00029,C0007,P0112,2025-07-01,30.21,20
U000318,E00029,C0007,P0112,2025-08-01,28.44,20
U000319,E00029,C0007,P0112,2025-09-01,32.06,20
U000320,E00029,C0007,P0112,2025-10-01,28.8,20
U000321,E00029,C0007,P0112,2025-11-01,30.37,20
U000322,E00029,C0007,P0112,2025-12-01,23.92,20
U000323,E00029,C0007,P0112,2026-01-01,29.63,20
U000324,E00029,C0007,P0112,2026-02-01,28.22,20
U000325,E00029,C0007,P0112,2026-03-01,33.53,20
U000326,E00029,C0007,P0112,2026-04-01,34.18,20
U000327,E00029,C0007,P0112,2026-05-01,24.35,20
U000328,E00029,C0007,P0112,2026-06-01,30.95,20
U000329,E00030,C0007,P0494,2025-08-01,7.02,5
U000330,E00030,C0007,P0494,2025-09-01,6.91,5
U000331,E00030,C0007,P0494,2025-10-01,7.05,5
U000332,E00030,C0007,P0494,2025-11-01,6.21,5
U000333,E00030,C0007,P0494,2025-12-01,6.6,5
U000334,E00030,C0007,P0494,2026-01-01,7.29,5
U000335,E00030,C0007,P0494,2026-02-01,6.58,5
U000336,E00030,C0007,P0494,2026-03-01,8.21,5
U000337,E00030,C0007,P0494,2026-04-01,6.42,5
U000338,E00030,C0007,P0494,2026-05-01,8.68,5
U000339,E00030,C0007,P0494,2026-06-01,7.87,5
U000340,E00031,C0007,P0330,2025-07-01,15631.95,11564
U000341,E00031,C0007,P0330,2025-08-01,16347.51,11564
U000342,E00031,C0007,P0330,2025-09-01,14747.43,11564
U000343,E00031,C0007,P0330,2025-10-01,16145.42,11564
U000344,E00031,C0007,P0330,2025-11-01,17760.35,11564
U000345,E00031,C0007,P0330,2025-12-01,16662.27,11564
U000346,E00031,C0007,P0330,2026-01-01,14783.93,11564
U000347,E00031,C0007,P0330,2026-02-01,13675.44,11564
U000348,E00031,C0007,P0330,2026-03-01,16109.92,11564
U000349,E00031,C0007,P0330,2026-04-01,18618.49,11564
U000350,E00031,C0007,P0330,2026-05-01,16388.14,11564
U000351,E00031,C0007,P0330,2026-06-01,15379.8,11564
U000352,E00032,C0007,P0464,2025-07-01,19.83,14
U000353,E00032,C0007,P0464,2025-08-01,22.66,14
U000354,E00032,C0007,P0464,2025-09-01,22.01,14
U000355,E00032,C0007,P0464,2025-10-01,19.45,14
U000356,E00032,C0007,P0464,2025-11-01,18.44,14
U000357,E00032,C0007,P0464,2025-12-01,17.72,14
U000358,E00032,C0007,P0464,2026-01-01,18.39,14
U000359,E00032,C0007,P0464,2026-02-01,18.56,14
U000360,E00032,C0007,P0464,2026-03-01,18.99,14
U000361,E00032,C0007,P0464,2026-04-01,20.63,14
U000362,E00032,C0007,P0464,2026-05-01,17.06,14
U000363,E00032,C0007,P0464,2026-06-01,21.01,14
U000364,E00033,C0008,P0366,2025-07-01,0.0,9967
U000365,E00033,C0008,P0366,2025-08-01,0.0,9967
U000366,E00033,C0008,P0366,2025-09-01,2192.74,9967
U000367,E00033,C0008,P0366,2025-10-01,4784.16,9967
U000368,E00033,C0008,P0366,2025-11-01,10145.52,9967
U000369,E00033,C0008,P0366,2025-12-01,6024.14,9967
U000370,E00033,C0008,P0366,2026-01-01,6419.43,9967
U000371,E00033,C0008,P0366,2026-02-01,7400.9,9967
U000372,E00033,C0008,P0366,2026-03-01,8328.6,9967
U000373,E00033,C0008,P0366,2026-04-01,4728.19,9967
U000374,E00033,C0008,P0366,2026-05-01,9244.17,9967
U000375,E00033,C0008,P0366,2026-06-01,7094.2,9967
U000376,E00034,C0008,P0482,2025-07-01,0.0,3931
U000377,E00034,C0008,P0482,2025-08-01,0.0,3931
U000378,E00034,C0008,P0482,2025-09-01,864.82,3931
U000379,E00034,C0008,P0482,2025-10-01,1886.88,3931
U000380,E00034,C0008,P0482,2025-11-01,2541.31,3931
U000381,E00034,C0008,P0482,2025-12-01,3489.85,3931
U000382,E00034,C0008,P0482,2026-01-01,3819.15,3931
U000383,E00034,C0008,P0482,2026-02-01,2945.49,3931
U000384,E00034,C0008,P0482,2026-03-01,3514.59,3931
U000385,E00034,C0008,P0482,2026-04-01,2968.52,3931
U000386,E00034,C0008,P0482,2026-05-01,3021.91,3931
U000387,E00034,C0008,P0482,2026-06-01,2946.22,3931
U000388,E00035,C0008,P0483,2025-07-01,0.0,404
U000389,E00035,C0008,P0483,2025-08-01,0.0,404
U000390,E00035,C0008,P0483,2025-09-01,88.88,404
U000391,E00035,C0008,P0483,2025-10-01,193.92,404
U000392,E00035,C0008,P0483,2025-11-01,293.69,404
U000393,E00035,C0008,P0483,2025-12-01,348.42,404
U000394,E00035,C0008,P0483,2026-01-01,298.68,404
U000395,E00035,C0008,P0483,2026-02-01,216.57,404
U000396,E00035,C0008,P0483,2026-03-01,259.87,404
U000397,E00035,C0008,P0483,2026-04-01,248.7,404
U000398,E00035,C0008,P0483,2026-05-01,217.25,404
U000399,E00035,C0008,P0483,2026-06-01,319.02,404
U000400,E00036,C0008,P0450,2025-07-01,0.0,469
U000401,E00036,C0008,P0450,2025-08-01,0.0,469
U000402,E00036,C0008,P0450,2025-09-01,103.18,469
U000403,E00036,C0008,P0450,2025-10-01,225.12,469
U000404,E00036,C0008,P0450,2025-11-01,412.51,469
U000405,E00036,C0008,P0450,2025-12-01,348.05,469
U000406,E00036,C0008,P0450,2026-01-01,444.05,469
U000407,E00036,C0008,P0450,2026-02-01,380.02,469
U000408,E00036,C0008,P0450,2026-03-01,351.12,469
U000409,E00036,C0008,P0450,2026-04-01,300.2,469
U000410,E00036,C0008,P0450,2026-05-01,280.48,469
U000411,E00036,C0008,P0450,2026-06-01,332.49,469
U000412,E00037,C0009,P0209,2025-07-01,9363.35,7288
U000413,E00037,C0009,P0209,2025-08-01,10202.92,7288
U000414,E00037,C0009,P0209,2025-09-01,10796.05,7288
U000415,E00037,C0009,P0209,2025-10-01,11548.65,7288
U000416,E00037,C0009,P0209,2025-11-01,8348.79,7288
U000417,E00037,C0009,P0209,2025-12-01,11257.97,7288
U000418,E00037,C0009,P0209,2026-01-01,10634.19,7288
U000419,E00037,C0009,P0209,2026-02-01,9112.61,7288
U000420,E00037,C0009,P0209,2026-03-01,10590.1,7288
U000421,E00037,C0009,P0209,2026-04-01,9590.06,7288
U000422,E00037,C0009,P0209,2026-05-01,8190.2,7288
U000423,E00037,C0009,P0209,2026-06-01,9718.7,7288
U000424,E00038,C0009,P0017,2025-10-01,37.06,25
U000425,E00038,C0009,P0017,2025-11-01,30.38,25
U000426,E00038,C0009,P0017,2025-12-01,38.27,25
U000427,E00038,C0009,P0017,2026-01-01,35.12,25
U000428,E00038,C0009,P0017,2026-02-01,31.25,25
U000429,E00038,C0009,P0017,2026-03-01,29.26,25
U000430,E00038,C0009,P0017,2026-04-01,36.22,25
U000431,E00038,C0009,P0017,2026-05-01,41.93,25
U000432,E00038,C0009,P0017,2026-06-01,38.47,25
U000433,E00039,C0009,P0463,2025-07-01,1576.79,1276
U000434,E00039,C0009,P0463,2025-08-01,1826.1,1276
U000435,E00039,C0009,P0463,2025-09-01,1529.07,1276
U000436,E00039,C0009,P0463,2025-10-01,1682.14,1276
U000437,E00039,C0009,P0463,2025-11-01,1853.93,1276
U000438,E00039,C0009,P0463,2025-12-01,1697.62,1276
U000439,E00039,C0009,P0463,2026-01-01,1452.48,1276
U000440,E00039,C0009,P0463,2026-02-01,1773.31,1276
U000441,E00039,C0009,P0463,2026-03-01,1855.21,1276
U000442,E00039,C0009,P0463,2026-04-01,1690.05,1276
U000443,E00039,C0009,P0463,2026-05-01,1735.18,1276
U000444,E00039,C0009,P0463,2026-06-01,1951.09,1276
U000445,E00040,C0009,P0032,2025-07-01,857.7,762
U000446,E00040,C0009,P0032,2025-08-01,1028.18,762
U000447,E00040,C0009,P0032,2025-09-01,1029.95,762
U000448,E00040,C0009,P0032,2025-10-01,1157.08,762
U000449,E00040,C0009,P0032,2025-11-01,1042.52,762
U000450,E00040,C0009,P0032,2025-12-01,1053.57,762
U000451,E00040,C0009,P0032,2026-01-01,1306.48,762
U000452,E00040,C0009,P0032,2026-02-01,1036.39,762
U000453,E00040,C0009,P0032,2026-03-01,1024.13,762
U000454,E00040,C0009,P0032,2026-04-01,1127.06,762
U000455,E00040,C0009,P0032,2026-05-01,1204.13,762
U000456,E00040,C0009,P0032,2026-06-01,1006.23,762
U000457,E00041,C0009,P0093,2025-07-01,28.93,21
U000458,E00041,C0009,P0093,2025-08-01,27.39,21
U000459,E00041,C0009,P0093,2025-09-01,25.35,21
U000460,E00041,C0009,P0093,2025-10-01,27.05,21
U000461,E00041,C0009,P0093,2025-11-01,27.93,21
U000462,E00041,C0009,P0093,2025-12-01,29.79,21
U000463,E00041,C0009,P0093,2026-01-01,28.22,21
U000464,E00041,C0009,P0093,2026-02-01,25.59,21
U000465,E00041,C0009,P0093,2026-03-01,32.0,21
U000466,E00041,C0009,P0093,2026-04-01,27.42,21
U000467,E00041,C0009,P0093,2026-05-01,25.22,21
U000468,E00041,C0009,P0093,2026-06-01,28.41,21
U000469,E00042,C0009,P0197,2025-07-01,2582.61,1616
U000470,E00042,C0009,P0197,2025-08-01,2064.15,1616
